Date,Conso_J1,Conso_J7,Conso_moy_3j,Conso_moy_7j,Temperature,Mois_sin,Mois_cos,Jour_semaine_sin,Jour_semaine_cos,Est_weekend,Est_ferie,Tempo,Consommation
2019-08-07,43339.65,44490.40,41434.23,42552.28,20.80,-0.87,-0.50,0.97,-0.22,0,0,0,42808.25
2019-08-08,42808.25,44697.69,42969.81,42311.97,22.49,-0.87,-0.50,0.43,-0.90,0,0,0,43422.56
2019-08-09,43422.56,44197.46,43190.15,42129.81,23.64,-0.87,-0.50,-0.43,-0.90,0,0,0,43692.98
2019-08-10,43692.98,40177.73,43307.93,42057.74,21.66,-0.87,-0.50,-0.97,-0.22,1,0,0,39245.62
2019-08-11,39245.62,38201.52,42120.39,41924.59,18.90,-0.87,-0.50,-0.78,0.62,1,0,0,36757.27
2019-08-12,36757.27,42761.52,39898.62,41718.26,17.82,-0.87,-0.50,0.00,1.00,0,0,0,40299.69
2019-08-13,40299.69,43339.65,38767.53,41366.57,16.66,-0.87,-0.50,0.78,0.62,0,0,0,40737.04
2019-08-14,40737.04,42808.25,39264.67,40994.77,18.28,-0.87,-0.50,0.97,-0.22,0,0,0,41008.48
2019-08-15,41008.48,43422.56,40681.74,40737.66,19.46,-0.87,-0.50,0.43,-0.90,0,1,0,37609.06
2019-08-16,37609.06,43692.98,39784.86,39907.16,19.04,-0.87,-0.50,-0.43,-0.90,0,0,0,39850.12
2019-08-17,39850.12,39245.62,39489.22,39358.18,19.95,-0.87,-0.50,-0.97,-0.22,1,0,0,38449.44
2019-08-18,38449.44,36757.27,38636.21,39244.44,20.40,-0.87,-0.50,-0.78,0.62,1,0,0,37057.12
2019-08-19,37057.12,40299.69,38452.23,39287.28,18.32,-0.87,-0.50,0.00,1.00,0,0,0,41705.81
2019-08-20,41705.81,40737.04,39070.79,39488.15,17.53,-0.87,-0.50,0.78,0.62,0,0,0,42751.12
2019-08-21,42751.12,41008.48,40504.69,39775.88,17.65,-0.87,-0.50,0.97,-0.22,0,0,0,43140.58
2019-08-22,43140.58,37609.06,42532.51,40080.47,19.10,-0.87,-0.50,0.43,-0.90,0,0,0,43517.79
2019-08-23,43517.79,39850.12,43136.50,40924.57,20.59,-0.87,-0.50,-0.43,-0.90,0,0,0,43763.48
2019-08-24,43763.48,38449.44,43473.95,41483.62,22.39,-0.87,-0.50,-0.97,-0.22,1,0,0,40352.06
2019-08-25,40352.06,37057.12,42544.44,41755.43,23.51,-0.87,-0.50,-0.78,0.62,1,0,0,38570.88
2019-08-26,38570.88,41705.81,40895.47,41971.68,24.08,-0.87,-0.50,0.00,1.00,0,0,0,45624.00
2019-08-27,45624.00,42751.12,41515.65,42531.42,24.28,-0.87,-0.50,0.78,0.62,0,0,0,47153.67
2019-08-28,47153.67,43140.58,43782.85,43160.35,23.37,-0.87,-0.50,0.97,-0.22,0,0,0,47414.04
2019-08-29,47414.04,43517.79,46730.57,43770.85,21.27,-0.87,-0.50,0.43,-0.90,0,0,0,47377.56
2019-08-30,47377.56,43763.48,47315.09,44322.24,20.62,-0.87,-0.50,-0.43,-0.90,0,0,0,47098.56
2019-08-31,47098.56,40352.06,47296.72,44798.68,22.44,-0.87,-0.50,-0.97,-0.22,1,0,0,42103.81
2019-09-01,42103.81,38570.88,45526.65,45048.93,19.53,-1.00,-0.00,-0.78,0.62,1,0,0,39245.25
2019-09-02,39245.25,45624.00,42815.88,45145.27,17.78,-1.00,-0.00,0.00,1.00,0,0,0,45118.94
2019-09-03,45118.94,47153.67,42156.00,45073.12,18.19,-1.00,-0.00,0.78,0.62,0,0,0,46532.81
2019-09-04,46532.81,47414.04,43632.33,44984.43,18.23,-1.00,-0.00,0.97,-0.22,0,0,0,46835.12
2019-09-05,46835.12,47377.56,46162.29,44901.72,16.37,-1.00,-0.00,0.43,-0.90,0,0,0,46408.75
2019-09-06,46408.75,47098.56,46592.23,44763.32,15.60,-1.00,-0.00,-0.43,-0.90,0,0,0,45929.92
2019-09-07,45929.92,42103.81,46391.26,44596.37,16.26,-1.00,-0.00,-0.97,-0.22,1,0,0,40733.69
2019-09-08,40733.69,39245.25,44357.45,44400.64,14.73,-1.00,-0.00,-0.78,0.62,1,0,0,38817.54
2019-09-09,38817.54,45118.94,41827.05,44339.54,14.13,-1.00,-0.00,0.00,1.00,0,0,0,45825.73
2019-09-10,45825.73,46532.81,41792.32,44440.51,15.88,-1.00,-0.00,0.78,0.62,0,0,0,46845.75
2019-09-11,46845.75,46835.12,43829.67,44485.21,17.30,-1.00,-0.00,0.97,-0.22,0,0,0,46993.29
2019-09-12,46993.29,46408.75,46554.92,44507.81,19.47,-1.00,-0.00,0.43,-0.90,0,0,0,47074.62
2019-09-13,47074.62,45929.92,46971.22,44602.93,19.51,-1.00,-0.00,-0.43,-0.90,0,0,0,46456.12
2019-09-14,46456.12,40733.69,46841.35,44678.11,20.40,-1.00,-0.00,-0.97,-0.22,1,0,0,41222.46
2019-09-15,41222.46,38817.54,44917.74,44747.93,20.42,-1.00,-0.00,-0.78,0.62,1,0,0,39042.42
2019-09-16,39042.42,45825.73,42240.33,44780.06,19.96,-1.00,-0.00,0.00,1.00,0,0,0,45936.54
2019-09-17,45936.54,46845.75,42067.14,44795.89,19.54,-1.00,-0.00,0.78,0.62,0,0,0,46850.73
2019-09-18,46850.73,46993.29,43943.23,44796.60,16.82,-1.00,-0.00,0.97,-0.22,0,0,0,46620.81
2019-09-19,46620.81,47074.62,46469.36,44743.39,16.31,-1.00,-0.00,0.43,-0.90,0,0,0,46493.58
2019-09-20,46493.58,46456.12,46655.04,44660.38,17.61,-1.00,-0.00,-0.43,-0.90,0,0,0,46185.38
2019-09-21,46185.38,41222.46,46433.26,44621.70,20.06,-1.00,-0.00,-0.97,-0.22,1,0,0,41068.88
2019-09-22,41068.88,39042.42,44582.61,44599.76,19.14,-1.00,-0.00,-0.78,0.62,1,0,0,38525.56
2019-09-23,38525.56,45936.54,41926.60,44525.93,17.10,-1.00,-0.00,0.00,1.00,0,0,0,44896.98
2019-09-24,44896.98,46850.73,41497.14,44377.42,16.90,-1.00,-0.00,0.78,0.62,0,0,0,46167.73
2019-09-25,46167.73,46620.81,43196.76,44279.85,16.40,-1.00,-0.00,0.97,-0.22,0,0,0,46891.15
2019-09-26,46891.15,46493.58,45985.28,44318.46,18.11,-1.00,-0.00,0.43,-0.90,0,0,0,47239.38
2019-09-27,47239.38,46185.38,46766.08,44425.01,17.38,-1.00,-0.00,-0.43,-0.90,0,0,0,46458.31
2019-09-28,46458.31,41068.88,46862.94,44464.00,16.82,-1.00,-0.00,-0.97,-0.22,1,0,0,41438.65
2019-09-29,41438.65,38525.56,45045.44,44516.82,17.48,-1.00,-0.00,-0.78,0.62,1,0,0,39592.02
2019-09-30,39592.02,44896.98,42496.33,44669.17,17.07,-1.00,-0.00,0.00,1.00,0,0,0,46229.31
2019-10-01,46229.31,46167.73,42419.99,44859.51,17.58,-0.87,0.50,0.78,0.62,0,0,0,47485.31
2019-10-02,47485.31,46891.15,44435.55,45047.73,14.51,-0.87,0.50,0.97,-0.22,0,0,0,47883.44
2019-10-03,47883.44,47239.38,47199.35,45189.49,10.99,-0.87,0.50,0.43,-0.90,0,0,0,49402.88
2019-10-04,49402.88,46458.31,48257.21,45498.56,14.16,-0.87,0.50,-0.43,-0.90,0,0,0,49027.52
2019-10-05,49027.52,41438.65,48771.28,45865.59,14.85,-0.87,0.50,-0.97,-0.22,1,0,0,43600.44
2019-10-06,43600.44,39592.02,47343.61,46174.42,14.73,-0.87,0.50,-0.78,0.62,1,0,0,41335.15
2019-10-07,41335.15,46229.31,44654.37,46423.43,13.94,-0.87,0.50,0.00,1.00,0,0,0,48396.62
2019-10-08,48396.62,47485.31,44444.07,46733.05,14.88,-0.87,0.50,0.78,0.62,0,0,0,49387.92
2019-10-09,49387.92,47883.44,46373.23,47004.85,13.76,-0.87,0.50,0.97,-0.22,0,0,0,49864.12
2019-10-10,49864.12,49402.88,49216.22,47287.81,13.96,-0.87,0.50,0.43,-0.90,0,0,0,49934.60
2019-10-11,49934.60,49027.52,49728.88,47363.77,15.06,-0.87,0.50,-0.43,-0.90,0,0,0,49007.54
2019-10-12,49007.54,43600.44,49602.09,47360.91,16.82,-0.87,0.50,-0.97,-0.22,1,0,0,43138.33
2019-10-13,43138.33,41335.15,47360.16,47294.90,18.97,-0.87,0.50,-0.78,0.62,1,0,0,40471.06
2019-10-14,40471.06,48396.62,44205.65,47171.46,18.43,-0.87,0.50,0.00,1.00,0,0,0,46881.90
2019-10-15,46881.90,49387.92,43497.10,46955.07,14.51,-0.87,0.50,0.78,0.62,0,0,0,48482.33
2019-10-16,48482.33,49864.12,45278.43,46825.70,14.01,-0.87,0.50,0.97,-0.22,0,0,0,49882.17
2019-10-17,49882.17,49934.60,48415.47,46828.28,14.87,-0.87,0.50,0.43,-0.90,0,0,0,50008.31
2019-10-18,50008.31,49007.54,49457.60,46838.81,14.72,-0.87,0.50,-0.43,-0.90,0,0,0,49516.33
2019-10-19,49516.33,43138.33,49802.27,46911.49,13.83,-0.87,0.50,-0.97,-0.22,1,0,0,44707.44
2019-10-20,44707.44,40471.06,48077.36,47135.65,13.41,-0.87,0.50,-0.78,0.62,1,0,0,43168.71
2019-10-21,43168.71,46881.90,45797.49,47521.03,12.74,-0.87,0.50,0.00,1.00,0,0,0,50711.46
2019-10-22,50711.46,48482.33,46195.87,48068.11,11.62,-0.87,0.50,0.78,0.62,0,0,0,53200.48
2019-10-23,53200.48,49882.17,49026.88,48742.13,13.73,-0.87,0.50,0.97,-0.22,0,0,0,52503.90
2019-10-24,52503.90,50008.31,52138.61,49116.66,14.20,-0.87,0.50,0.43,-0.90,0,0,0,51652.31
2019-10-25,51652.31,49516.33,52452.23,49351.52,13.44,-0.87,0.50,-0.43,-0.90,0,0,0,50957.85
2019-10-26,50957.85,44707.44,51704.69,49557.45,15.16,-0.87,0.50,-0.97,-0.22,1,0,0,45315.25
2019-10-27,45315.25,43168.71,49308.47,49644.28,12.91,-0.87,0.50,-0.78,0.62,1,0,0,43902.58
2019-10-28,43902.58,50711.46,46725.23,49749.12,11.51,-0.87,0.50,0.00,1.00,0,0,0,52447.48
2019-10-29,52447.48,53200.48,47221.77,49997.12,11.46,-0.87,0.50,0.78,0.62,0,0,0,54269.02
2019-10-30,54269.02,52503.90,50206.36,50149.77,10.45,-0.87,0.50,0.97,-0.22,0,0,0,54700.94
2019-10-31,54700.94,51652.31,53805.81,50463.63,11.05,-0.87,0.50,0.43,-0.90,0,0,0,54120.40
2019-11-01,54120.40,50957.85,54363.45,50816.22,12.76,-0.50,0.87,-0.43,-0.90,0,1,0,47417.44
2019-11-02,47417.44,45315.25,52079.59,50310.44,13.93,-0.50,0.87,-0.97,-0.22,1,0,0,46340.54
2019-11-03,46340.54,43902.58,49292.79,50456.91,12.03,-0.50,0.87,-0.78,0.62,1,0,0,46418.06
2019-11-04,46418.06,52447.48,46725.35,50816.27,11.82,-0.50,0.87,0.00,1.00,0,0,0,54180.81
2019-11-05,54180.81,54269.02,48979.81,51063.89,9.87,-0.50,0.87,0.78,0.62,0,0,0,56959.40
2019-11-06,56959.40,54700.94,52519.42,51448.23,9.50,-0.50,0.87,0.97,-0.22,0,0,0,57945.46
2019-11-07,57945.46,54120.40,56361.89,51911.73,8.93,-0.50,0.87,0.43,-0.90,0,0,0,59836.35
2019-11-08,59836.35,47417.44,58247.07,52728.29,6.74,-0.50,0.87,-0.43,-0.90,0,0,0,61771.12
2019-11-09,61771.12,46340.54,59850.98,54778.82,6.76,-0.50,0.87,-0.97,-0.22,1,0,0,57556.77
2019-11-10,57556.77,46418.06,59721.42,56381.14,6.73,-0.50,0.87,-0.78,0.62,1,0,0,55681.77
2019-11-11,55681.77,54180.81,58336.56,57704.53,6.22,-0.50,0.87,0.00,1.00,0,1,0,57542.60
2019-11-12,57542.60,56959.40,56927.05,58184.78,6.62,-0.50,0.87,0.78,0.62,0,0,0,64653.08
2019-11-13,64653.08,57945.46,59292.49,59283.88,6.74,-0.50,0.87,0.97,-0.22,0,0,0,66392.90
2019-11-14,66392.90,59836.35,62862.86,60490.66,5.80,-0.50,0.87,0.43,-0.90,0,0,1,68430.65
2019-11-15,68430.65,61771.12,66492.21,61718.41,4.13,-0.50,0.87,-0.43,-0.90,0,0,1,69615.21
2019-11-16,69615.21,57556.77,68146.25,62839.00,5.12,-0.50,0.87,-0.97,-0.22,1,0,0,63850.92
2019-11-17,63850.92,55681.77,67298.92,63738.16,4.39,-0.50,0.87,-0.78,0.62,1,0,0,61159.08
2019-11-18,61159.08,57542.60,64875.07,64520.63,5.46,-0.50,0.87,0.00,1.00,0,0,1,68871.21
2019-11-19,68871.21,64653.08,64627.07,66139.01,5.54,-0.50,0.87,0.78,0.62,0,0,1,70053.21
2019-11-20,70053.21,66392.90,66694.50,66910.45,3.93,-0.50,0.87,0.97,-0.22,0,0,1,71266.46
2019-11-21,71266.46,68430.65,70063.62,67606.68,5.73,-0.50,0.87,0.43,-0.90,0,0,1,69913.31
2019-11-22,69913.31,69615.21,70410.99,67818.49,8.51,-0.50,0.87,-0.43,-0.90,0,0,0,66054.38
2019-11-23,66054.38,63850.92,69078.05,67309.79,9.68,-0.50,0.87,-0.97,-0.22,1,0,0,58145.15
2019-11-24,58145.15,61159.08,64704.28,66494.68,8.40,-0.50,0.87,-0.78,0.62,1,0,0,55944.60
2019-11-25,55944.60,68871.21,60048.04,65749.76,9.00,-0.50,0.87,0.00,1.00,0,0,0,61693.96
2019-11-26,61693.96,70053.21,58594.57,64724.44,10.86,-0.50,0.87,0.78,0.62,0,0,0,61151.08
2019-11-27,61151.08,71266.46,59596.55,63452.71,11.30,-0.50,0.87,0.97,-0.22,0,0,0,60723.44
2019-11-28,60723.44,69913.31,61189.49,61946.56,10.47,-0.50,0.87,0.43,-0.90,0,0,0,60913.25
2019-11-29,60913.25,66054.38,60929.26,60660.84,8.77,-0.50,0.87,-0.43,-0.90,0,0,0,61032.98
2019-11-30,61032.98,58145.15,60889.89,59943.49,6.54,-0.50,0.87,-0.97,-0.22,1,0,0,59279.38
2019-12-01,59279.38,55944.60,60408.53,60105.53,5.16,-0.00,1.00,-0.78,0.62,1,0,0,58944.62
2019-12-02,58944.62,61693.96,59752.33,60534.10,3.55,-0.00,1.00,0.00,1.00,0,0,1,68387.56
2019-12-03,68387.56,61151.08,62203.85,61490.33,2.73,-0.00,1.00,0.78,0.62,0,0,1,72277.33
2019-12-04,72277.33,60723.44,66536.51,63079.79,2.30,-0.00,1.00,0.97,-0.22,0,0,2,73649.52
2019-12-05,73649.52,60913.25,71438.14,64926.38,1.55,-0.00,1.00,0.43,-0.90,0,0,2,73344.96
2019-12-06,73344.96,61032.98,73090.60,66702.34,4.24,-0.00,1.00,-0.43,-0.90,0,0,1,72251.69
2019-12-07,72251.69,59279.38,73082.06,68305.01,8.16,-0.00,1.00,-0.97,-0.22,1,0,0,61504.83
2019-12-08,61504.83,58944.62,69033.83,68622.93,9.66,-0.00,1.00,-0.78,0.62,1,0,0,57865.81
2019-12-09,57865.81,68387.56,63874.11,68468.82,8.05,-0.00,1.00,0.00,1.00,0,0,0,66388.75
2019-12-10,66388.75,72277.33,61919.80,68183.27,4.28,-0.00,1.00,0.78,0.62,0,0,1,69837.79
2019-12-11,69837.79,73649.52,64697.45,67834.76,6.73,-0.00,1.00,0.97,-0.22,0,0,1,70653.92
2019-12-12,70653.92,73344.96,68960.15,67406.82,5.35,-0.00,1.00,0.43,-0.90,0,0,0,70857.04
2019-12-13,70857.04,72251.69,70449.58,67051.40,8.10,-0.00,1.00,-0.43,-0.90,0,0,0,67718.04
2019-12-14,67718.04,61504.83,69743.00,66403.74,9.13,-0.00,1.00,-0.97,-0.22,1,0,0,60104.25
2019-12-15,60104.25,57865.81,66226.44,66203.66,9.91,-0.00,1.00,-0.78,0.62,1,0,0,56425.75
2019-12-16,56425.75,66388.75,61416.01,65997.93,9.80,-0.00,1.00,0.00,1.00,0,0,0,62644.52
2019-12-17,62644.52,69837.79,59724.84,65463.04,11.58,-0.00,1.00,0.78,0.62,0,0,0,61163.25
2019-12-18,61163.25,70653.92,60077.84,64223.82,9.44,-0.00,1.00,0.97,-0.22,0,0,0,61595.83
2019-12-19,61595.83,70857.04,61801.20,62929.81,11.85,-0.00,1.00,0.43,-0.90,0,0,0,60134.79
2019-12-20,60134.79,67718.04,60964.62,61398.06,10.77,-0.00,1.00,-0.43,-0.90,0,0,0,58856.46
2019-12-21,58856.46,60104.25,60195.69,60132.12,9.03,-0.00,1.00,-0.97,-0.22,1,0,0,56222.40
2019-12-22,56222.40,56425.75,58404.55,59577.57,9.12,-0.00,1.00,-0.78,0.62,1,0,0,54881.33
2019-12-23,54881.33,62644.52,56653.40,59356.94,8.66,-0.00,1.00,0.00,1.00,0,0,0,59111.73
2019-12-24,59111.73,61163.25,56738.49,58852.26,10.20,-0.00,1.00,0.78,0.62,0,0,0,55739.54
2019-12-25,55739.54,61595.83,56577.53,58077.44,8.75,-0.00,1.00,0.97,-0.22,0,1,0,50828.42
2019-12-26,50828.42,60134.79,55226.56,56539.24,6.77,-0.00,1.00,0.43,-0.90,0,0,0,57998.17
2019-12-27,57998.17,58856.46,54855.38,56234.01,8.68,-0.00,1.00,-0.43,-0.90,0,0,0,57654.54
2019-12-28,57654.54,56222.40,55493.71,56062.30,6.68,-0.00,1.00,-0.97,-0.22,1,0,0,56572.77
2019-12-29,56572.77,54881.33,57408.49,56112.36,2.61,-0.00,1.00,-0.78,0.62,1,0,0,59809.79
2019-12-30,59809.79,59111.73,58012.37,56816.42,2.35,-0.00,1.00,0.00,1.00,0,0,1,65938.83
2019-12-31,65938.83,55739.54,60773.80,57791.72,1.93,-0.00,1.00,0.78,0.62,0,0,1,66632.50
2020-01-01,66632.50,50828.42,64127.04,59347.86,3.42,0.50,0.87,0.97,-0.22,0,1,1,60785.96
2020-01-02,60785.96,57998.17,64452.43,60770.37,6.20,0.50,0.87,0.43,-0.90,0,0,1,64966.58
2020-01-03,64966.58,57654.54,64128.35,61765.85,8.82,0.50,0.87,-0.43,-0.90,0,0,1,63830.42
2020-01-04,63830.42,56572.77,63194.32,62648.12,6.41,0.50,0.87,-0.97,-0.22,1,0,1,60931.56
2020-01-05,60931.56,59809.79,63242.85,63270.81,5.10,0.50,0.87,-0.78,0.62,1,0,0,60551.50
2020-01-06,60551.50,65938.83,61771.16,63376.76,3.77,0.50,0.87,0.00,1.00,0,0,2,69904.62
2020-01-07,69904.62,66632.50,63795.90,63943.31,7.40,0.50,0.87,0.78,0.62,0,0,2,68540.19
2020-01-08,68540.19,60785.96,66332.10,64215.83,9.91,0.50,0.87,0.97,-0.22,0,0,1,65545.88
2020-01-09,65545.88,64966.58,67996.90,64895.82,10.70,0.50,0.87,0.43,-0.90,0,0,0,63750.77
2020-01-10,63750.77,63830.42,65945.61,64722.13,7.97,0.50,0.87,-0.43,-0.90,0,0,1,64752.52
2020-01-11,64752.52,60931.56,64683.06,64853.86,4.94,0.50,0.87,-0.97,-0.22,1,0,0,62084.73
2020-01-12,62084.73,60551.50,63529.34,65018.60,5.64,0.50,0.87,-0.78,0.62,1,0,0,61293.56
2020-01-13,61293.56,69904.62,62710.27,65124.61,7.26,0.50,0.87,0.00,1.00,0,0,1,67812.60
2020-01-14,67812.60,68540.19,63730.30,64825.75,9.72,0.50,0.87,0.78,0.62,0,0,0,67291.67
2020-01-15,67291.67,65545.88,65465.94,64647.39,9.76,0.50,0.87,0.97,-0.22,0,0,1,65833.92
2020-01-16,65833.92,63750.77,66979.40,64688.54,8.50,0.50,0.87,0.43,-0.90,0,0,0,64789.52
2020-01-17,64789.52,64752.52,65971.70,64836.93,9.16,0.50,0.87,-0.43,-0.90,0,0,1,64754.56
2020-01-18,64754.56,62084.73,65126.00,64837.22,5.11,0.50,0.87,-0.97,-0.22,1,0,1,62903.04
2020-01-19,62903.04,61293.56,64149.04,64954.12,3.65,0.50,0.87,-0.78,0.62,1,0,0,63907.85
2020-01-20,63907.85,67812.60,63855.15,65327.60,2.97,0.50,0.87,0.00,1.00,0,0,2,73132.60
2020-01-21,73132.60,67291.67,66647.83,66087.60,1.82,0.50,0.87,0.78,0.62,0,0,2,74866.67
2020-01-22,74866.67,65833.92,70635.71,67169.74,1.37,0.50,0.87,0.97,-0.22,0,0,2,75599.69
2020-01-23,75599.69,64789.52,74532.99,68564.85,2.83,0.50,0.87,0.43,-0.90,0,0,2,75191.10
2020-01-24,75191.10,64754.56,75219.15,70050.79,2.26,0.50,0.87,-0.43,-0.90,0,0,2,73312.17
2020-01-25,73312.17,62903.04,74700.99,71273.30,3.07,0.50,0.87,-0.97,-0.22,1,0,1,66715.02
2020-01-26,66715.02,63907.85,71739.43,71817.87,5.83,0.50,0.87,-0.78,0.62,1,0,0,61810.58
2020-01-27,61810.58,73132.60,67279.26,71518.26,8.04,0.50,0.87,0.00,1.00,0,0,1,68214.31
2020-01-28,68214.31,74866.67,65579.97,70815.65,7.04,0.50,0.87,0.78,0.62,0,0,1,69240.27
2020-01-29,69240.27,75599.69,66421.72,70011.88,6.80,0.50,0.87,0.97,-0.22,0,0,2,68410.85
2020-01-30,68410.85,75191.10,68621.81,68984.90,8.27,0.50,0.87,0.43,-0.90,0,0,0,67455.67
2020-01-31,67455.67,73312.17,68368.93,67879.84,11.59,0.50,0.87,-0.43,-0.90,0,0,0,61826.21
2020-02-01,61826.21,66715.02,65897.58,66238.99,11.65,0.87,0.50,-0.97,-0.22,1,0,0,55672.00
2020-02-02,55672.00,61810.58,61651.29,64661.41,12.24,0.87,0.50,-0.78,0.62,1,0,0,52669.69
2020-02-03,52669.69,68214.31,56722.63,63355.57,12.17,0.87,0.50,0.00,1.00,0,0,0,58398.35
2020-02-04,58398.35,69240.27,55580.01,61953.29,7.59,0.87,0.50,0.78,0.62,0,0,1,63533.38
2020-02-05,63533.38,68410.85,58200.47,61138.02,6.26,0.87,0.50,0.97,-0.22,0,0,2,66248.85
2020-02-06,66248.85,67455.67,62726.86,60829.16,4.27,0.87,0.50,0.43,-0.90,0,0,2,68359.02
2020-02-07,68359.02,61826.21,66047.08,60958.21,5.41,0.87,0.50,-0.43,-0.90,0,0,1,68208.44
2020-02-08,68208.44,55672.00,67605.44,61869.96,8.32,0.87,0.50,-0.97,-0.22,1,0,0,60175.75
2020-02-09,60175.75,52669.69,65581.07,62513.35,9.56,0.87,0.50,-0.78,0.62,1,0,0,57084.48
2020-02-10,57084.48,58398.35,61822.89,63144.04,10.63,0.87,0.50,0.00,1.00,0,0,0,61772.96
2020-02-11,61772.96,63533.38,59677.73,63626.12,7.79,0.87,0.50,0.78,0.62,0,0,0,64842.06
2020-02-12,64842.06,66248.85,61233.17,63813.08,6.38,0.87,0.50,0.97,-0.22,0,0,1,66509.48
2020-02-13,66509.48,68359.02,64374.83,63850.31,7.91,0.87,0.50,0.43,-0.90,0,0,0,67225.73
2020-02-14,67225.73,68208.44,66192.42,63688.41,8.98,0.87,0.50,-0.43,-0.90,0,0,1,63440.02
2020-02-15,63440.02,60175.75,65725.08,63007.21,9.57,0.87,0.50,-0.97,-0.22,1,0,0,57481.73
2020-02-16,57481.73,57084.48,62715.83,62622.35,12.83,0.87,0.50,-0.78,0.62,1,0,0,52842.90
2020-02-17,52842.90,61772.96,57921.55,62016.41,9.66,0.87,0.50,0.00,1.00,0,0,0,60800.81
2020-02-18,60800.81,64842.06,57041.81,61877.53,7.37,0.87,0.50,0.78,0.62,0,0,1,64212.67
2020-02-19,64212.67,66509.48,59285.46,61787.62,7.39,0.87,0.50,0.97,-0.22,0,0,2,64832.27
2020-02-20,64832.27,67225.73,63281.92,61548.02,8.40,0.87,0.50,0.43,-0.90,0,0,1,63993.83
2020-02-21,63993.83,63440.02,64346.26,61086.32,6.76,0.87,0.50,-0.43,-0.90,0,0,1,64359.08
2020-02-22,64359.08,57481.73,64395.06,61217.61,8.03,0.87,0.50,-0.97,-0.22,1,0,0,58595.02
2020-02-23,58595.02,52842.90,62315.98,61376.65,10.44,0.87,0.50,-0.78,0.62,1,0,0,53827.67
2020-02-24,53827.67,60800.81,58927.26,61517.34,10.75,0.87,0.50,0.00,1.00,0,0,0,59050.06
2020-02-25,59050.06,64212.67,57157.58,61267.23,8.88,0.87,0.50,0.78,0.62,0,0,0,61552.75
2020-02-26,61552.75,64832.27,58143.49,60887.24,5.39,0.87,0.50,0.97,-0.22,0,0,1,66679.04
2020-02-27,66679.04,63993.83,62427.28,61151.07,5.72,0.87,0.50,0.43,-0.90,0,0,1,68286.85
2020-02-28,68286.85,64359.08,65506.22,61764.35,5.88,0.87,0.50,-0.43,-0.90,0,0,0,67109.19
2020-02-29,67109.19,58595.02,67358.36,62157.23,9.56,0.87,0.50,-0.97,-0.22,1,0,0,58728.98
2020-03-01,58728.98,53827.67,64708.34,62176.36,7.44,1.00,0.00,-0.78,0.62,1,0,0,56973.27
2020-03-02,56973.27,59050.06,60937.15,62625.74,7.20,1.00,0.00,0.00,1.00,0,0,2,64943.69
2020-03-03,64943.69,61552.75,60215.31,63467.68,5.57,1.00,0.00,0.78,0.62,0,0,2,67779.25
2020-03-04,67779.25,66679.04,63232.07,64357.18,6.07,1.00,0.00,0.97,-0.22,0,0,2,67581.17
2020-03-05,67581.17,68286.85,66768.03,64486.06,9.04,1.00,0.00,0.43,-0.90,0,0,2,65386.88
2020-03-06,65386.88,67109.19,66915.76,64071.77,6.87,1.00,0.00,-0.43,-0.90,0,0,2,66287.88
2020-03-07,66287.88,58728.98,66418.64,63954.44,6.60,1.00,0.00,-0.97,-0.22,1,0,0,60446.15
2020-03-08,60446.15,56973.27,64040.30,64199.75,8.56,1.00,0.00,-0.78,0.62,1,0,0,56522.67
2020-03-09,56522.67,64943.69,61085.56,64135.38,8.02,1.00,0.00,0.00,1.00,0,0,1,62808.27
2020-03-10,62808.27,67779.25,59925.69,63830.32,10.38,1.00,0.00,0.78,0.62,0,0,0,63158.35
2020-03-11,63158.35,67581.17,60829.76,63170.19,12.82,1.00,0.00,0.97,-0.22,0,0,0,58516.73
2020-03-12,58516.73,65386.88,61494.45,61875.27,10.91,1.00,0.00,0.43,-0.90,0,0,0,58289.79
2020-03-13,58289.79,66287.88,59988.29,60861.40,8.19,1.00,0.00,-0.43,-0.90,0,0,1,59280.81
2020-03-14,59280.81,60446.15,58695.78,59860.40,7.79,1.00,0.00,-0.97,-0.22,1,0,0,54836.60
2020-03-15,54836.60,56522.67,57469.07,59059.03,9.79,1.00,0.00,-0.78,0.62,1,0,0,50592.06
2020-03-16,50592.06,62808.27,54903.16,58211.80,9.54,1.00,0.00,0.00,1.00,0,0,1,56022.73
2020-03-17,56022.73,63158.35,53817.13,57242.44,10.17,1.00,0.00,0.78,0.62,0,0,1,53727.02
2020-03-18,53727.02,58516.73,53447.27,55895.11,11.12,1.00,0.00,0.97,-0.22,0,0,0,49797.19
2020-03-19,49797.19,58289.79,53182.31,54649.46,12.06,1.00,0.00,0.43,-0.90,0,0,0,47393.88
2020-03-20,47393.88,59280.81,50306.03,53092.90,11.34,1.00,0.00,-0.43,-0.90,0,0,0,46204.94
2020-03-21,46204.94,54836.60,47798.67,51224.92,8.77,1.00,0.00,-0.97,-0.22,1,0,0,45778.00
2020-03-22,45778.00,50592.06,46458.94,49930.83,8.29,1.00,0.00,-0.78,0.62,1,0,0,46284.56
2020-03-23,46284.56,56022.73,46089.17,49315.47,7.47,1.00,0.00,0.00,1.00,0,0,0,49762.69
2020-03-24,49762.69,53727.02,47275.08,48421.18,6.53,1.00,0.00,0.78,0.62,0,0,0,50910.27
2020-03-25,50910.27,49797.19,48985.84,48018.79,6.01,1.00,0.00,0.97,-0.22,0,0,0,51864.04
